# Master Index Workbench v2.0.0 (released 2026-07-12) — https://kr48vr.github.io/master-of-all-indices/
# Data license: CC BY-NC-SA 4.0 (compilation); individual values inherit source terms recorded in provenance
# A blank value is honest missing data (see the note column), never a zero.
city,measure_id,measure,area,subtheme,unit,direction,data_level,approx,value,year,source,note
Beijing,TAL-01,Tertiary attainment,Talent,Education,%,higher,Metro,none,42,2020,"Beijing 7th National Population Census communiqué No.4: 41,980 per 100,000 with university education","DIFFERENT BASIS: TOTAL population of all ages (not 25-64), junior college and above, incl. non-completers and current students. Official statistic; independent verification not possible."
Shenzhen,TAL-01,Tertiary attainment,Talent,Education,%,higher,Metro,none,28.8,2020,"Guangdong 7th National Population Census communiqué No.5, Table 5-1: 28,849 per 100,000 with university education","DIFFERENT BASIS: TOTAL population of all ages (not 25-64), junior college and above — highest of all 21 Guangdong cities. Official statistic; independent verification not possible."
Delhi,TAL-01,Tertiary attainment,Talent,Education,%,higher,Metro,none,24.2,2023-24,"India PLFS Annual Report 2023-24, Table 8 — NCT of Delhi, persons 15+: diploma 0.3 + graduate 19.1 + postgraduate+ 4.8","NCT of Delhi (state = city-region), persons aged 15+. Sum of published shares."
Singapore,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,QS city='Singapore',"NUS (8), NTU Singapore (12). Equals country total for Singapore (2)."
Tokyo,TAL-02,Top universities,Talent,Education,count,higher,City,none,4,2026,QS city='Tokyo',"University of Tokyo (37), Tokyo Institute of Technology (85), Waseda (196), Keio (217)."
Copenhagen,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,QS city='Copenhagen',"University of Copenhagen (101). DTU carries QS city 'Kongens Lyngby', not counted."
Zurich,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,QS city='Zürich' (umlaut in source),"ETH Zurich (7), University of Zurich (100)."
Vienna,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,QS city='Vienna',"University of Vienna (152), TU Wien (197)."
Seoul,TAL-02,Top universities,Talent,Education,count,higher,City,none,8,2026,QS city='Seoul',"SNU (39), Yonsei (50), Korea Univ (61), SKKU (126), Hanyang (159), Kyung Hee (331), Sejong (392), Chung-Ang (479). KAIST is QS city 'Daejeon', not counted."
Melbourne,TAL-02,Top universities,Talent,Education,count,higher,City,none,6,2026,QS city='Melbourne',"Univ of Melbourne (19), Monash (36), RMIT (125), Deakin (207), La Trobe (233), Swinburne (295). Deakin/La Trobe are QS's own 'Melbourne' attributions."
Amsterdam,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,QS city='Amsterdam',"University of Amsterdam (53), Vrije Universiteit Amsterdam (195)."
London,TAL-02,Top universities,Talent,Education,count,higher,City,none,9,2026,"QS city='London' or 'London,' with country=United Kingdom","Imperial (2), UCL (9), KCL (31), LSE (56), Queen Mary (110, QS label 'London,'), City St George's (310), Brunel (385), Birkbeck (389), Royal Holloway (463). Western University (Canada, QS city 'London') excluded."
New York,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,QS city='New York City',"Columbia (38), NYU (55). QS uses label 'New York City'; no plain 'New York' label exists in top 500."
Paris,TAL-02,Top universities,Talent,Education,count,higher,City,none,7,2026,QS city='Paris',"PSL (28), Institut Polytechnique de Paris (41), Paris-Saclay (71), Sorbonne (73), Paris 1 Panthéon-Sorbonne (258), Université Paris Cité (300), Sciences Po (368). IP Paris and Paris-Saclay are QS's own 'Paris' attributio"
Toronto,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,QS city='Toronto',"University of Toronto (29), York University (333)."
Berlin,TAL-02,Top universities,Talent,Education,count,higher,City,none,3,2026,QS city='Berlin',"Freie Universitaet Berlin (89), Humboldt (130), TU Berlin (145)."
Barcelona,TAL-02,Top universities,Talent,Education,count,higher,City,none,5,2026,QS city='Barcelona',"Universitat de Barcelona (160), UAB (172), Pompeu Fabra (266), UPC BarcelonaTech (394), Ramon Llull (437)."
Dubai,TAL-02,Top universities,Talent,Education,count,higher,City,none,0,2026,QS city='Dubai' (no matches),"Verified true zero: all 6 UAE top-500 entries are elsewhere — Khalifa (177, Abu Dhabi), UAEU (229, Al Ain), AUS (272, Sharjah), Univ of Sharjah (330, Sharjah), Abu Dhabi Univ (391, city=null in QS data), Ajman Univ (440,"
San Francisco,TAL-02,Top universities,Talent,Education,count,higher,City,none,0,2026,QS city='San Francisco' (no matches),True zero per city-proper rule: no top-500 entry carries QS city 'San Francisco'. Stanford (QS city 'Stanford') and UC Berkeley (QS city 'Berkeley') are separate QS cities and excluded.
Stockholm,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Stockholm']",KTH Royal Institute of Technology (78); Stockholm University (147)
Oslo,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Oslo']",University of Oslo (119)
Helsinki,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Helsinki']","University of Helsinki (116) Aalto is in Espoo (excluded, city-proper rule)."
Madrid,TAL-02,Top universities,Talent,Education,count,higher,City,none,4,2026,"QS WUR 2026, QS city label(s): ['Madrid']",Complutense University of Madrid (187); Universidad Autónoma de Madrid (206); Universidad Carlos III de Madrid (UC3M) (301); Universidad Politécnica de Madrid (UPM) (334)
Milan,TAL-02,Top universities,Talent,Education,count,higher,City,none,4,2026,"QS WUR 2026, QS city label(s): ['Milan', 'Milan,']",Politecnico di Milano (98); University of Milan (276); Università Cattolica del Sacro Cuore (409); Università Vita-Salute San Raffaele (461)
Rome,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Rome']","Sapienza University of Rome (128); University of Rome ""Tor Vergata"" (355)"
Munich,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Munich']",Technical University of Munich (22); Ludwig-Maximilians-Universität München (58)
Frankfurt,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Frankfurt am Main']",Goethe-University Frankfurt am Main (316)
Hamburg,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Hamburg']",Universität Hamburg (193)
Brussels,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Brussels']",Universite libre de Bruxelles (227); Vrije Universiteit Brussel (VUB) (294)
Dublin,TAL-02,Top universities,Talent,Education,count,higher,City,none,3,2026,"QS WUR 2026, QS city label(s): ['Dublin']","Trinity College Dublin, The University of Dublin (75); University College Dublin (118); Dublin City University (410)"
Lisbon,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Lisbon']",University of Lisbon (230); Universidade Nova de Lisboa (327)
Prague,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Prague']",Charles University (265); Czech Technical University in Prague (416)
Warsaw,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Warsaw']",University of Warsaw (271); Warsaw University of Technology (487)
Istanbul,TAL-02,Top universities,Talent,Education,count,higher,City,none,4,2026,"QS WUR 2026, QS city label(s): ['Istanbul']",Istanbul Technical University (298); Koç University (323); Boğaziçi University (371); Sabanci University (404)
Montreal,TAL-02,Top universities,Talent,Education,count,higher,City,none,3,2026,"QS WUR 2026, QS city label(s): ['Montreal']",McGill University (27); Université de Montréal (168); Concordia University (465)
Vancouver,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Vancouver']",University of British Columbia (40)
Chicago,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Chicago']",University of Chicago (13); University of Illinois Chicago (UIC) (334)
Boston,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Boston']","Boston University (88); Northeastern University (384) Harvard/MIT are in Cambridge (excluded, city-proper rule)."
Los Angeles,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Los Angeles']","University of California, Los Angeles (UCLA) (46); University of Southern California (146)"
Seattle,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Seattle']",University of Washington (81)
Washington DC,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Washington D.C.']",Georgetown University (285); George Washington University (358)
Sydney,TAL-02,Top universities,Talent,Education,count,higher,City,none,4,2026,"QS WUR 2026, QS city label(s): ['Sydney']","The University of New South Wales (UNSW Sydney) (20); The University of Sydney (25); The University of Technology Sydney (UTS) (96); Macquarie University (Sydney, Australia) (138)"
Auckland,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Auckland']",The University of Auckland (65); Auckland University of Technology (AUT) (410)
Osaka,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Osaka City', 'Osaka']",The University of Osaka (91) QS label 'Osaka City'.
Tel Aviv,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Tel Aviv']",Tel Aviv University (223)
Hong Kong,TAL-02,Top universities,Talent,Education,count,higher,City,none,5,2026,"QS WUR 2026, QS city label(s): ['Hong Kong']",The University of Hong Kong (11); The Chinese University of Hong Kong (CUHK) (32); The Hong Kong University of Science and Technology (44); The Hong Kong Polytechnic University (54
Taipei,TAL-02,Top universities,Talent,Education,count,higher,City,none,4,2026,"QS WUR 2026, QS city label(s): ['Taipei', 'Taipei City']",National Taiwan University (NTU) (63); National Taiwan University of Science and Technology (Taiwan Tech) (345); National Taipei University of Technology (420); National Taiwan Nor
Bangkok,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Bangkok']",Chulalongkorn University (221)
Kuala Lumpur,TAL-02,Top universities,Talent,Education,count,higher,City,none,4,2026,"QS WUR 2026, QS city label(s): ['Kuala Lumpur']",Universiti Malaya (UM) (58); Taylor's University (253); UCSI University (269); Sunway University (410)
Jakarta,TAL-02,Top universities,Talent,Education,count,higher,City,none,0,2026,"QS WUR 2026, QS city label(s): []","True zero: Universitas Indonesia carries QS city Depok (excluded, city-proper rule)."
Manila,TAL-02,Top universities,Talent,Education,count,higher,City,none,0,2026,"QS WUR 2026, QS city label(s): []","True zero: UP Diliman and Ateneo carry QS city Quezon City (excluded, city-proper rule); no Manila-proper top-500 entry."
Ho Chi Minh City,TAL-02,Top universities,Talent,Education,count,higher,City,none,0,2026,"QS WUR 2026, QS city label(s): []",True zero under the city-proper rule.
Mumbai,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Mumbai']",Indian Institute of Technology Bombay (IITB) (129)
Abu Dhabi,TAL-02,Top universities,Talent,Education,count,higher,City,none,1,2026,"QS WUR 2026, QS city label(s): ['Abu Dhabi']",Khalifa University (177)
Shanghai,TAL-02,Top universities,Talent,Education,count,higher,City,none,5,2026,"QS WUR 2026, QS city label(s): ['Shanghai']",Fudan University (30); Shanghai Jiao Tong University (47); Tongji University (177); East China Normal University (433); Shanghai University (465)
Beijing,TAL-02,Top universities,Talent,Education,count,higher,City,none,7,2026,"QS WUR 2026, QS city label(s): ['Beijing']",Peking University (14); Tsinghua University (17); Beijing Normal University (247); Beijing Institute of Technology (259); University of Chinese Academy of Sciences (UCAS) (362); Be
Shenzhen,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['Shenzhen']",Southern University of Science and Technology (SUSTech) (343); Shenzhen University (452)
Delhi,TAL-02,Top universities,Talent,Education,count,higher,City,none,2,2026,"QS WUR 2026, QS city label(s): ['New Delhi', 'Delhi']","QS labels: New Delhi (within Delhi NCT, counted). Indian Institute of Technology Delhi (IITD) (123); University of Delhi (328)"
Singapore,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,8.78,2022,UIS RESDEN.INHAB.TFTE — SGP: 8781.7 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Tokyo,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.61,2023,UIS RESDEN.INHAB.TFTE — JPN: 5608.6 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Copenhagen,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,8.84,2023,UIS RESDEN.INHAB.TFTE — DNK: 8837.5 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Zurich,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,6.11,2023,UIS RESDEN.INHAB.TFTE — CHE: 6108.0 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Vienna,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,6.63,2023,UIS RESDEN.INHAB.TFTE — AUT: 6633.6 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Seoul,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,9.47,2023,UIS RESDEN.INHAB.TFTE — KOR: 9471.8 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Melbourne,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,,n/a,"UNESCO Institute for Statistics — Researchers per million inhabitants, FTE (SDG 9.5.2, indicator RESDEN.INHAB.TFTE)","NULL (D9): Australia's latest UIS figure is 2010 (4,568.6 per million) — 16 years stale in a fast-moving quantity, deliberately not recorded."
Amsterdam,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,6.56,2023,UIS RESDEN.INHAB.TFTE — NLD: 6563.3 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
London,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.47,2017,UIS RESDEN.INHAB.TFTE — GBR: 4472.7 per million (2017),COUNTRY proxy: national FTE researchers per million / 1000.
New York,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.94,2022,UIS RESDEN.INHAB.TFTE — USA: 4937.5 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Paris,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.37,2023,UIS RESDEN.INHAB.TFTE — FRA: 5368.6 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Toronto,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.62,2022,UIS RESDEN.INHAB.TFTE — CAN: 5624.3 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Berlin,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.93,2023,UIS RESDEN.INHAB.TFTE — DEU: 5926.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Barcelona,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,3.65,2023,UIS RESDEN.INHAB.TFTE — ESP: 3653.8 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Dubai,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,2.61,2021,UIS RESDEN.INHAB.TFTE — ARE: 2606.8 per million (2021),COUNTRY proxy: national FTE researchers per million / 1000.
San Francisco,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.94,2022,UIS RESDEN.INHAB.TFTE — USA: 4937.5 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Stockholm,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,8.91,2023,UIS RESDEN.INHAB.TFTE — SWE: 8910.7 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Oslo,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,7.45,2023,UIS RESDEN.INHAB.TFTE — NOR: 7450.6 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Helsinki,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,8.31,2023,UIS RESDEN.INHAB.TFTE — FIN: 8314.9 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Madrid,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,3.65,2023,UIS RESDEN.INHAB.TFTE — ESP: 3653.8 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Milan,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,2.86,2023,UIS RESDEN.INHAB.TFTE — ITA: 2855.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Rome,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,2.86,2023,UIS RESDEN.INHAB.TFTE — ITA: 2855.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Munich,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.93,2023,UIS RESDEN.INHAB.TFTE — DEU: 5926.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Frankfurt,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.93,2023,UIS RESDEN.INHAB.TFTE — DEU: 5926.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Hamburg,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.93,2023,UIS RESDEN.INHAB.TFTE — DEU: 5926.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Brussels,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.99,2023,UIS RESDEN.INHAB.TFTE — BEL: 5990.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Dublin,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.75,2023,UIS RESDEN.INHAB.TFTE — IRL: 5752.8 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Lisbon,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.98,2023,UIS RESDEN.INHAB.TFTE — PRT: 5983.3 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Prague,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.5,2023,UIS RESDEN.INHAB.TFTE — CZE: 4504.6 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Warsaw,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,3.68,2023,UIS RESDEN.INHAB.TFTE — POL: 3675.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Istanbul,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,2.64,2023,UIS RESDEN.INHAB.TFTE — TUR: 2644.7 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Montreal,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.62,2022,UIS RESDEN.INHAB.TFTE — CAN: 5624.3 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Vancouver,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.62,2022,UIS RESDEN.INHAB.TFTE — CAN: 5624.3 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Chicago,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.94,2022,UIS RESDEN.INHAB.TFTE — USA: 4937.5 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Boston,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.94,2022,UIS RESDEN.INHAB.TFTE — USA: 4937.5 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Los Angeles,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.94,2022,UIS RESDEN.INHAB.TFTE — USA: 4937.5 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Seattle,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.94,2022,UIS RESDEN.INHAB.TFTE — USA: 4937.5 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Washington DC,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,4.94,2022,UIS RESDEN.INHAB.TFTE — USA: 4937.5 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Sydney,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,,n/a,"UNESCO Institute for Statistics — Researchers per million inhabitants, FTE (SDG 9.5.2, indicator RESDEN.INHAB.TFTE)",NULL (D9): Australia's latest UIS figure is 2010 — deliberately not recorded (see Melbourne).
Auckland,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.44,2023,UIS RESDEN.INHAB.TFTE — NZL: 5435.5 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Osaka,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.61,2023,UIS RESDEN.INHAB.TFTE — JPN: 5608.6 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Tel Aviv,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,,n/a,"UNESCO Institute for Statistics — Researchers per million inhabitants, FTE (SDG 9.5.2, indicator RESDEN.INHAB.TFTE)","NULL: Israel reports no FTE researcher density to UIS (OECD MSTI has one, but mixing sources across cities would break the one-source rule)."
Hong Kong,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,5.87,2024,UIS RESDEN.INHAB.TFTE — HKG: 5873.7 per million (2024),COUNTRY proxy: national FTE researchers per million / 1000.
Taipei,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,,n/a,"UNESCO Institute for Statistics — Researchers per million inhabitants, FTE (SDG 9.5.2, indicator RESDEN.INHAB.TFTE)",NULL: Taiwan is not a UNESCO UIS reporter — no researcher-density series exists; mixing in another source would break the one-source rule.
Bangkok,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,1.59,2023,UIS RESDEN.INHAB.TFTE — THA: 1592.0 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Kuala Lumpur,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,1.22,2022,UIS RESDEN.INHAB.TFTE — MYS: 1218.3 per million (2022),COUNTRY proxy: national FTE researchers per million / 1000.
Jakarta,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,0.4,2020,UIS RESDEN.INHAB.TFTE — IDN: 395.3 per million (2020),COUNTRY proxy: national FTE researchers per million / 1000.
Manila,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,0.32,2020,UIS RESDEN.INHAB.TFTE — PHL: 320.3 per million (2020),COUNTRY proxy: national FTE researchers per million / 1000.
Ho Chi Minh City,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,0.84,2023,UIS RESDEN.INHAB.TFTE — VNM: 836.1 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Mumbai,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,0.26,2020,UIS RESDEN.INHAB.TFTE — IND: 259.3 per million (2020),COUNTRY proxy: national FTE researchers per million / 1000.
Abu Dhabi,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,2.61,2021,UIS RESDEN.INHAB.TFTE — ARE: 2606.8 per million (2021),COUNTRY proxy: national FTE researchers per million / 1000.
Shanghai,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,2.11,2023,UIS RESDEN.INHAB.TFTE — CHN: 2107.3 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Beijing,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,2.11,2023,UIS RESDEN.INHAB.TFTE — CHN: 2107.3 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Shenzhen,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,2.11,2023,UIS RESDEN.INHAB.TFTE — CHN: 2107.3 per million (2023),COUNTRY proxy: national FTE researchers per million / 1000.
Delhi,TAL-04,Researchers per capita,Talent,Skills & Workforce,per 1k,higher,Country proxy,none,0.26,2020,UIS RESDEN.INHAB.TFTE — IND: 259.3 per million (2020),COUNTRY proxy: national FTE researchers per million / 1000.
Singapore,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,48.7,2024,"UN DESA International Migrant Stock 2024, destination workbook Table 3 ('International migrant stock as a percentage of the total population'), row 'Singapore' (location code 702, data type B), both s","CONCEPT: international migrant stock as % of total population, derived from foreign-born data (workbook data-type legend: B = estimates derived from foreign-born population). Country level, but Singapore is a city-state."
Tokyo,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,5.6,2026,"TMG 外国人人口 table 1 (ga26ev0100.csv), 地域コード 13000 総数 = 783,701 (Jan 1, 2026); TMG 住民基本台帳による世帯と人口 (jm261v0000_1.csv), 13000 人口総数(日本人+外国人) = 14,077,552 (Jan 1, 2026). 783,701/14,077,552 = 5.567%","CONCEPT: foreign nationals (registered residents under Basic Resident Registration), NOT foreign-born. Geography: Tokyo Metropolis (Tokyo-to, prefecture incl. 23 wards + Tama + islands). Numerator and denominator from th"
Copenhagen,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,26.7,2025,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2: REF_AREA=DK001C (København), TERRITORIAL_LEVEL=CITY, ORIGIN=FB, UNIT=PT_POP, 2025 = 26.7","CONCEPT: foreign-born share, published directly as % of population by OECD. FUA (DK001F) 2025 = 22.0 also available. City = OECD 'city' boundary for København."
Zurich,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,44,2024,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2: REF_AREA=CH002C (Zurich), TERRITORIAL_LEVEL=CITY, ORIGIN=FB, UNIT=PT_POP, 2024 = 44.0",CONCEPT: foreign-born share. FUA (CH002F) 2024 = 35.6 also available.
Vienna,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,40.9,2025,"Stadt Wien MA23 open-data table 5.2.6 'Bevölkerung nach Geburtsland' (source Statistik Austria), Stichtag 1.1.2025: Wien total 2,028,289; Geburtsland 'Fremde Insgesamt' (born abroad) 829,778. 829,778/","CONCEPT: foreign-born (country of birth abroad). City of Vienna (= Bundesland Wien). OECD DF_ORIGIN had no usable total-FB row for AT001 (only FB_EU 31.2 + FB_NONEU 46.1 for 2021, which cannot both be % of total populati"
Seoul,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,3.9,2024,"Korea MOIS '2024 지방자치단체 외국인주민 현황' press-release statistical table (PDF p.7, basis 2024-11-01 register-based census): Seoul 총인구 9,335,444; 한국국적을 가지지 아니한 자 (foreign nationals) 소계 367,291. 367,291/9,335,","CONCEPT: foreign nationals residing in Seoul (register-based census count of persons without Korean nationality), NOT foreign-born; excludes naturalized citizens (47,124) and Korean-born children of foreign residents (36"
